,text,prediction
7029," Ability to build relationships at all levels, communicates effectively, build trust and influence stakeholders",Ability | knowledge_skills | build relationships at all levels && Ability | knowledge_skills | build trust && Ability | knowledge_skills | influence stakeholders && Ability | knowledge_skills | communicates effectively
7030, Previous experience in a previous Credit Control/ Collections focused role,Previous experience | Experience_skills | a previous Credit Control / Collections focused role
7031,Experience in Market Data Administration,Experience | Experience_skills | Market Data Administration
7032,Some experience with a industry Market Data Contract system (eg Infomatch),Some experience | Experience_skills | a industry Market Data Contract system ( eg Infomatch )
7033,Experience in contract management and different types of licensing models,Experience | Experience_skills | contract management && Experience | Experience_skills | different types of licensing models
7034,A deep understanding of social media (especially TikTok),A deep understanding | knowledge_skills | social media ( especially TikTok )
7035,"Understanding the data landscape and designing new queries and analysis, with the extended business in mind","Understanding | knowledge_skills | designing new queries and analysis , with"
7036,Experience of analysing business databases and turning data insights into actionable activities,Experience | Experience_skills | turning data insights into actionable activities && Experience | Experience_skills | analysing business databases
7037," Long focused on rare and genetic diseases, our scientific advances are now allowing us to bring the power of RNAi therapeutics to more prevalent diseases and as a result, we are beginning to recognize the full potential of this new class of medicines",Long | knowledge_skills | rare and genetic diseases
7038,Proven experience in a in a pharmaceutical/biologics/biotechnology company,Proven experience | Experience_skills | a pharmaceutical / biologics / biotechnology company && Proven experience | Experience_skills | a
7039,"Thorough knowledge of Good Clinical Practice/ICH E6 (R2+) Guidelines and/or other applicable regulatory requirements for the conduct of clinical trials, with specific focus on updates about Risk Based Quality Management",Thorough knowledge | knowledge_skills | other && Thorough knowledge | knowledge_areas | Good Clinical Practice && specific | knowledge_skills | the conduct of clinical trials && specific | knowledge_skills | updates about && Thorough knowledge | knowledge_skills | Good Clinical Practice / ICH E6 ( R2 + )
7040,Familiarity and good understanding and knowledge of clinical trials risk management concepts and principles in the Pharma or CRO industry,good understanding and knowledge | knowledge_skills | clinical trials risk management concepts and principles in the Pharma or CRO industry && good understanding and knowledge | knowledge_areas | the Pharma or CRO industry && good understanding and knowledge | knowledge_areas | clinical trials risk management concepts and principles in
7041,Experience with data analytics and data visualisation technologies,Experience | Experience_skills | data visualisation technologies && Experience | Experience_skills | data analytics
7042,High degree of accuracy and attention to detail,High degree | knowledge_skills | accuracy && High degree | knowledge_skills | detail
7043,Experience and understanding of clinical trial data from various sources (e,Experience | Experience_skills | clinical trial data from various sources ( e && understanding | knowledge_skills | clinical trial data from various sources ( e
7044,Ability to work collaboratively in a team environment whilst managing changing priorities to achieve goals/targets,Ability | knowledge_skills | to && Ability | knowledge_skills | work collaboratively in a team environment whilst managing changing priorities to achieve goals / targets
7045,"Ability to build, develop, and maintain good working relationships with internal and external cross-functional customer groups","Ability | knowledge_skills | build , develop , and maintain good working relationships with internal and external cross - functional customer groups"
7046,Master’s degree in quantitative field (e,Master ’ s degree | degree_in | quantitative field ( e
7047,Experience in quantitative marketing data science (3+ years proven experience),Experience | Experience_skills | quantitative marketing data science ( 3 + years proven experience )
7048,Experience with programming languages such as R or Python and database languages such as SQL,Experience | Experience_skills | SQL && Experience | Experience_skills | programming languages such && Experience | Experience_skills | R or Python && Experience | Experience_skills | database languages
7049,Experience in controlled experiment design and causal inference methods,Experience | Experience_skills | controlled experiment design && Experience | Experience_skills | causal inference methods
7050,"Apply experience and expertise of Oncology technical, scientific and medical knowledge to inform Global Medical plans and tactics and support Affiliates in defining local medical plan",Apply experience | Experience_skills | support && A | knowledge_areas | On
7051,5+ years of experience in the pharmaceutical or diagnostic industry with professional responsibility driving completion of strategic initiatives and tactical plans with a collaborative approach,5 + years of experience | Experience_areas | diagnostic industry && 5 + years of experience | Experience_skills | pharmaceutical && 5 + years of experience | Experience_skills | diagnostic industry && 5 + years of experience | Experience_areas | pharmaceutical
7052,Strong understanding of Medical Affairs and Oncology with recent pharmaceutical industry experience in the field,Strong understanding | knowledge_skills | Medical Affairs && Strong understanding | knowledge_skills | Oncology
7053,Experience with CDx development and Immuno-Oncology is desired,Experience | Experience_skills | CDx development && Experience | Experience_skills | Immuno - Oncology
7054,"Fluency in English is required, second major language spoken is considered a plus",Fluency | knowledge_skills | English && Fluency | knowledge_skills | second major language spoken is considered
7055,"Ability to organise own workload independently, or as part of a team, to deliver high quality outputs on time","Ability | knowledge_skills | organise own workload independently , or as part of a team , to deliver high quality outputs on time"
7056,General knowledge of UK primary and secondary education issues,General knowledge | knowledge_skills | UK primary and secondary education issues
7057,Experience of working in an educational environment,Experience | Experience_skills | working in an educational environment
7058,Strong experience of using analytical tools including Excel,Strong experience | Experience_skills | using analytical tools including Excel
7059,Knowledge of GDPR requirements and experience of handling personal data,experience | Experience_skills | handling personal data && Knowledge | knowledge_skills | GDPR requirements && Knowledge | knowledge_skills | handling personal data
7060,Ability to manage own workload and prioritise accordingly,Ability | knowledge_skills | manage own workload and prioritise accordingly
7061,Developing your knowledge of the firms within the wider financial system and providing input to cross-cutting work across the Bank,Dev | knowledge_skills | providing && Dev | knowledge_skills | the firms within the wider financial system
7062,Ability to influence senior stakeholders,Ability | knowledge_skills | influence senior stakeholders
7063,Prior knowledge of CCPs or traded risk,Prior knowledge | knowledge_skills | traded risk && Prior knowledge | knowledge_skills | CCPs
7064,Experience of supervision or line managing staff,Experience | Experience_skills | supervision or line managing staff
7065,"You bring demonstrable experience designing, building, testing and maintaining ML models to solve business problems",
7066,"Proficient programming skills and data wrangling, using Python",
7067,You are familiar with how models are deployed in production environments,familiar | knowledge_skills | how models are deployed in production environments
7068, Work experience as a Data Scientist or a role that requires exposure to data analysis and complex problem-solving using data,Work experience | Experience_skills | a Data Scientist
7069, Experience in applying quantitative techniques for data mining/analysis and exposure to applications of ML/AI algorithms,Experience | Experience_skills | applying quantitative techniques for data mining / analysis
7070, Experience with data visualisation tools (e,Experience | Experience_skills | data visualisation tools ( e
7071," A degree in applied maths, statistics, computer science, engineering or other related fields or equivalent experience",A degree | degree_in | equivalent && A degree | degree_in | statistics && A degree | degree_in | applied maths && A degree | degree_in | computer science && A degree | degree_in | engineering
7072,"Demonstrate experience as a Finance Business Partner to commercial functions, as a fully qualified Accountant (ACCA or CIMA) and preference for Degree qualification (or equivalent experience)",Demonstrate experience | Experience_skills | a Finance Business Partner to commercial functions
7073,Proven experience of operational management whilst leading teams to achieve departmental goals,Proven experience | Experience_skills | operational management whilst && Proven experience | Experience_skills | leading teams to achieve departmental goals
7074," Previous management experience within a Sales, Account Management or Customer Service environment, managing teams within a corporate work environment","Previous management experience | Experience_skills | a Sales , Account Management or Customer Service environment && Previous management experience | Experience_skills | managing teams within a corporate work environment"
7075,Shows clear understanding of issues affecting own business area and company strategy,clear understanding | knowledge_skills | company strategy
7076,Experience of work load management and making your own decisions on prioritising your work,Experience | Experience_skills | making your own decisions on prioritising your work && Experience | Experience_skills | work load management
7077,Experience of writing analytical notes and applying analytical skills to a variety of topics,Experience | Experience_skills | writing analytical notes
7078,"An ability to utilise accumulated financial knowledge, skills, and experience to make good principles-based judgements in your analytical work","An ability | knowledge_skills | utilise accumulated financial knowledge , && An ability | knowledge_skills | make good principles - based judgements in your analytical work"
7079,A background including evidence of customer/stakeholder management in a public sector or financial context,A background including | Experience_skills | customer / stakeholder management in && evidence | Experience_skills | customer / stakeholder management in
7080,"Ability to provide effective challenge to customers and colleagues on points of relationship management, experience of delivering challenging messages to stakeholders",Ability | knowledge_skills | provide effective challenge to customers and colleagues on points of relationship management && Ability | knowledge_skills | delivering challenging messages to stakeholders
7081,An understanding of some the products and services offered by the Bank of England and the range of customers it deals with through the Customer Banking Division,An understanding | knowledge_skills | some the products and services offered by the Bank of England && An understanding | knowledge_skills | the range of customers it deals with through the Customer Banking Division
7082,Knowledge of the Bank’s engagement with the UK Government,Knowledge | knowledge_skills | the Bank ’
7083,Prior experience of working with operational teams to deliver banking services,Prior experience | Experience_skills | working with operational teams to deliver banking services
7084, Develop excellent knowledge of technical standards and processes associated with the transport and process industries,Develop excellent knowledge | knowledge_areas | technical standards && Develop | knowledge_skills | technical standards and processes associated with the transport and process industries && excellent knowledge | knowledge_skills | technical standards and processes associated with the transport and process industries
7085,Experience of entering/inputting data onto relevant information systems displaying attention to detail and ensuring that records and other entries are recorded in a timely and accurate manner,Experience | Experience_skills | entering / inputting data onto relevant information systems displaying attention to detail && Experience | Experience_skills | ensuring that records and other entries are recorded in a timely and accurate manner
7086,Administrative experience and the ability to multi-task in order to deliver a quality service to customers,the | knowledge_skills | multi - task in order to deliver a quality service to customers && ability | knowledge_skills | multi - task in order to deliver a quality service to customers
7087,Ability to work as part of a successful team with an ability to communicate effectively and professionally with a wide range of individuals,Ability | knowledge_skills | work as part of a successful team with && an ability | knowledge_skills | communicate effectively and professionally with a wide range of individuals
7088,Experience of working in a team environment,Experience | Experience_skills | working in a team environment
7089,"Ability to work well under pressure, in a fast-paced, sales driven atmosphere – our stores are often very busy, with long queues of customers waiting to be served","Ability | knowledge_skills | work well under pressure , in a fast - paced , sales driven atmosphere – our stores are often very busy , with long queues of customers waiting to be served"
7090,The degree course runs for four years and is a work-based learning degree,
7091, Ability to work in a team,Ability | knowledge_skills | work in a team && Ability | knowledge_skills | to
7092, An understanding of how Service Management is key to this process,An understanding | knowledge_skills | how Service Management is key to this process
7093," Our industry experience and understanding of specific customer needs, coupled with our investments in leading-edge technology, have made us market leaders, ready to provide the next generation of modelling capability to our customers",
7094,Flexibility and ability to multi-task,Flexibility and ability | knowledge_skills | multi - task
7095,Ability to work independently or as part of a team,Ability | knowledge_skills | work independently or as part of a team
7096, Gain an understanding of Environmental Safety requirements for site compliance,Gain an understanding | knowledge_skills | Environmental Safety requirements for site compliance
7097," Experience in point fitting covering HW, HPSS, CL, IBCL Desirable (Training package available to correct candidate)","Experience | Experience_skills | point fitting covering HW , HPSS , CL , IBCL Desirable ( Training package available to correct candidate )"
7098,Practical experience in mechanics or mechanical fitting,Practical experience | Experience_skills | mechanical fitting && Practical experience | Experience_skills | mechanics
7099," We focus on hiring the best people, wherever they may be in the world",
7100," Good understanding and practical experience of accounting principles including currency management, month end processes, project finance and periodic financial work is preferable",Good understanding | knowledge_areas | accounting principles && practical experience | Experience_areas | accounting principles && practical experience | Experience_areas | project finance && Good understanding | knowledge_areas | periodic financial work && practical experience | Experience_areas | currency management && practical experience | Experience_areas | month end processes && Good understanding | knowledge_areas | project finance && practical experience | Experience_areas | periodic financial work && Good understanding | knowledge_areas | currency management && Good understanding | knowledge_areas | month end processes
7101, Knowledge of excellent IT skills be an advanced user of Excel and ideally have some experience of working with SAP is desirable,
7102," Demonstrable experience in a commercial or financial position, ideally within a large scale and complex organisation",Demonstrable experience | Experience_skills | a && Demonstrable experience | Experience_skills | commercial or && Demonstrable experience | Experience_skills | financial position
7103, We focus on personal and professional development to grow internally within our organisation,
7104,Experience in an Analyst role on a software development project,Experience | Experience_skills | an Analyst role on a software development project
7105,"Demonstrable experience of different analysis techniques and supporting tools for requirement elicitation, definition and documentation in readiness for development","Demonstrable experience | Experience_skills | supporting tools for requirement elicitation , definition and documentation in readiness for development && Demonstrable experience | Experience_skills | different analysis techniques"
7106,"Experience of behaviour driven development, gherkin syntax and INVEST user stories",Experience | Experience_skills | behaviour driven development && Experience | Experience_skills | INVEST user stories && Experience | Experience_skills | gherkin syntax
7107,Experience of working within agile projects,Experience | Experience_skills | working within agile projects
7108,Proven ability to integrate with teams and build relationships with stakeholders,Proven ability | knowledge_skills | integrate with teams
7109,Ability to work on own initiative and as part of a team,Ability | knowledge_skills | work on own initiative and as part of a team
7110,"Excellent knowledge of the MS Office Suite, particularly Word, Excel and PowerPoint and the ability to understand, learn and utilise technology easily",Excellent knowledge | knowledge_skills | Excel && the | knowledge_skills | understand && Excellent knowledge | knowledge_skills | Word && ability | knowledge_skills | understand
7111," Experience in problem analysis, intellectually curious and able to generate ideas to solve business problems",able | knowledge_skills | generate ideas to solve business problems && Experience | Experience_skills | problem analysis
7112, Experience in multiple data visualisation tools e,Experience | Experience_skills | multiple data visualisation tools e
7113," Understanding in fundamental statistics and data science concepts (regression, clustering, classification, etc","Understanding | knowledge_areas | fundamental statistics and && Understanding | knowledge_areas | data science concepts ( regression , clustering , classification , etc"
7114," A strong desire to learn and develop skills and knowledge of the business, its products, and its application within industry",strong desire | knowledge_skills | learn and develop skills and
7115, Proven experience in a sales/customer service setting is desirable,Proven experience | Experience_areas | sales / customer service setting && Proven experience | Experience_skills | a && Proven experience | Experience_skills | sales / customer service setting
7116, Knowledge and understanding of both ERP and PLM systems (SAP & Team Centre) is also desirable but not essential,Knowledge and understanding | knowledge_skills | both
7117," Our mission focused work is innovative, inspiring and technologically challenging in a way that makes every day different and stimulating",
7118,Ability to obtain DV clearance - please check your eligibility before applying,Ability | knowledge_skills | obtain DV clearance -
7119," Degree in business, management, logistics or a related field preferred",Degree | degree_in | a related field preferred && Degree | degree_in | logistics && Degree | degree_in | management && Degree | degree_in | business
7120, Previous experience as a supervisor or a similar management position preferred,Previous experience | Experience_skills | supervisor && Previous experience | Experience_skills | a similar management position preferred && Previous experience | Experience_skills | a
7121, Proficiency in Microsoft Office and data entry software,Proficiency | knowledge_skills | Microsoft Office and data entry software
7122,"Be knowledgeable and confident about all Costa products, after all its not just amazing coffee we sell, don’t forget our teas, frostinos, seasonal ranges and much more",Be knowledgeable | knowledge_skills | all
7123, That means product knowledge is very important too,That | knowledge_areas | product knowledge is very important && That | knowledge_skills | product knowledge is very important
7124,"Be knowledgeable and confident about all Costa products, after all its not just amazing coffee we sell, don’t forget our teas, frostinos, seasonal ranges and much more",Be knowledgeable | knowledge_skills | all
7125,the ability to strike a balance between leading the team and supporting on the shopfloor,the ability | knowledge_skills | strike a balance between leading the team and supporting on the shopfloor
7126,Project Management Degree Apprentice- Security (Project Management Level 6),Project Management Degree A | degree_in | Security ( Project Management Level 6 ) && Project Management Degree | knowledge_skills | Security ( Project Management Level 6 )
7127,The degree course runs for three years and is a work-based learning degree,
7128," A University Degree in Chemistry, Microbiology , Medical technology or equivalent in a relevant life science subject",A University Degree | degree_in | a relevant life science subject && A University Degree | degree_in | equivalent && A University Degree | degree_in | Medical technology && A University Degree | degree_in | Microbiology && A University Degree | degree_in | Chemistry
7129, Medical Laboratory experience in Immunochemistry or blood sciences,Medical Laboratory experience | Experience_skills | blood sciences && Medical Laboratory experience | Experience_skills | Immunochemistry
7130," Dependability, capacity for teamwork, capability to come to decisions, organisational skills",capability | knowledge_skills | come to decisions
7131,Staff availability for escorts,Staff availability | knowledge_skills | escorts
7132, The Operability Strategy Team has a critical role to play and is responsible for driving forward a coordinated approach across the ESO to deliver an operable system at an acceptable cost,
7133, The Operability Strategy team highlight where network operability is at risk and helps identify actions to resolve these risks to ensure there are no operability gaps,
7134,An ability to organise your own activities within a schedule,An ability | knowledge_skills | organise your own activities within a schedule
7135,Previous experience of working on a busy reception desk is desirable,Previous experience | Experience_skills | working on a busy reception desk
7136,Ability to learn and understand how diversity considerations affect own area (e,Ability | knowledge_skills | learn and understand how diversity considerations affect own area ( e
7137," The department focusses on package testing solutions to help reduce shipment damage, troubleshoot packaging and supply chain issues, identify cost reduction opportunities, meet sustainability requirements and more",focusses | knowledge_skills | identify cost reduction opportunities && focusses | knowledge_skills | troubleshoot packaging and supply chain issues && The department | knowledge_skills | meet sustainability requirements && focusses | knowledge_skills | package testing solutions && focusses | knowledge_skills | meet sustainability requirements && The department | knowledge_skills | package testing solutions && The department | knowledge_skills | troubleshoot packaging and supply chain issues
7138,The ability to work both individually and as part of a diverse team,The ability | knowledge_skills | work both individually and as part of a diverse team
7139,Retail experience is not a necessity when beginning your Card Factory story,
7140,Experience of working in a document control or similar environment,Experience | Experience_skills | working in a document control or similar environment
7141,"Computer literate and proficient in Microsoft Word, Excel, PowerPoint, and Outlook",Computer literate and proficient | knowledge_skills | Outlook && Computer literate and proficient | knowledge_skills | Excel && Computer literate and proficient | knowledge_skills | Microsoft Word && Computer literate and proficient | knowledge_skills | PowerPoint
7142, Knowledge of SAP is desirable,Knowledge | knowledge_skills | SAP
7143, Knowledge & Experience,
7144,Full Knowledge of SAP WH Module,Full Knowledge | knowledge_skills | SAP WH Module
7145,Ability to present ideas in business-friendly and user-friendly language,Ability | knowledge_skills | present ideas in business - friendly and user - friendly language
7146,"Extensive experience working in a team-oriented, collaborative environment","Extensive experience | Experience_skills | working in a team - oriented , collaborative environment"
7147,Good understanding and experience of MS Office applications,Good understanding | knowledge_skills | MS Office applications && Good understanding and experience | Experience_skills | MS Office applications
7148,A good understanding of IT applications,A good understanding | knowledge_skills | IT applications
7149,What experience do you need?,
7150,Working knowledge of Microsoft products and operating systems,Working knowledge | knowledge_skills | operating systems && Working knowledge | knowledge_skills | Microsoft products
7151,Good troubleshooting knowledge of hardware and software issues,Good troubleshooting knowledge | knowledge_skills | hardware and software issues
7152,Knowledge of assistive technology is desirable,Knowledge | knowledge_skills | assistive technology
7153,Previous experience in a busy HR department (desirable),Previous experience | Experience_skills | a busy HR department ( desirable )
7154,Experience of working in a role where customer service is key,Experience | Experience_skills | working in a role where customer service is key
7155,Experience of working in a role with high call volumes,Experience | Experience_skills | working in a role with high call volumes
7156,Sound knowledge of microsoft Excel Word,Sound knowledge | knowledge_skills | microsoft Excel Word
7157,"Excellent experience leading end to end product and proposition development, preferably from a digital advertising / data / analytics / visualisation background","Excellent experience | Experience_skills | leading end to end product and proposition development , preferably from a digital advertising / data / analytics / visualisation background"
7158,"Experience and understanding of the full customer life cycle, including acquisition, retention, and reactivation","understanding | knowledge_skills | acquisition , retention , and reactivation && understanding | knowledge_skills | the full customer life cycle && Experience | Experience_skills | the full customer life cycle"
7159,"Strong understanding of the digital advertising market, dynamics and infrastructure, and familiarity with advertiser and consumer digital trends",Strong understanding | knowledge_skills | dynamics && Strong understanding | knowledge_skills | infrastructure && Strong understanding | knowledge_skills | digital advertising market && familiarity | knowledge_skills | advertiser and && familiarity | knowledge_skills | consumer digital trends
7160,Experience of leading business case development,Experience | Experience_skills | leading business case development
7161,Experience developing and optimising digital customer Journeys – ensuring brilliant experience at every customer touchpoint,Experience | Experience_skills | developing and optimising digital customer Journeys – && brilliant experience | Experience_skills | developing and optimising digital customer Journeys – && Experience | Experience_skills | ensuring
7162,Strong understanding of GDPR (General Data Protection Regulation) regulation and best practice,Strong understanding | knowledge_areas | best practice && Strong understanding | knowledge_skills | GDPR ( General Data Protection Regulation ) regulation
7163,"Experience leading the development of sales and marketing campaign assets and content with brand, marketing activation and agency teams","Experience | Experience_skills | content with brand , marketing activation and agency teams && Experience | Experience_skills | leading the development of sales and marketing campaign assets and"
7164,Experience developing customer facing product content and customer guides,Experience | Experience_skills | developing customer facing product content and customer guides
7165,Develop excellent knowledge of technical standards and processes associated with the transport and process industries,Develop excellent knowledge | knowledge_areas | technical standards && Develop | knowledge_skills | technical standards and processes associated with the transport and process industries && excellent knowledge | knowledge_skills | technical standards and processes associated with the transport and process industries
7166, Experience Required,
7167," An excellent knowledge of Excel (pivot table, VLOOKUP up) is imperative (knowledge of VBA / Macros is a plus), as well as of PowerPoint","An excellent knowledge | knowledge_skills | Excel ( pivot table , VLOOKUP up ) && An excellent knowledge | knowledge_skills | PowerPoint"
7168," Experience working on high quality Business Requirements Documents, Business Processes Mapping and documentation skills","Experience | Experience_skills | working on high quality Business Requirements Documents , Business Processes Mapping and documentation skills"
7169, Experience of reviewing Functional Specification Documents produced by peers (Peer Review) to ensure they align with Business Requirements Specification document,Experience | Experience_skills | reviewing Functional Specification Documents produced by peers ( Peer Review ) to ensure they align with Business Requirements Specification document
7170, Previous experience with UML and Use Case Scenarios an advantage,Previous experience | Experience_skills | UML && Previous experience | Experience_skills | Use Case Scenarios
7171, An understanding of technology and IT systems,An understanding | knowledge_skills | IT systems && An understanding | knowledge_skills | technology
7172, Good project management knowledge with ability to work as part of a team planning and scheduling own work and working towards tight deadlines,ability | knowledge_skills | work as part of a team planning and scheduling own work and working towards tight deadlines
7173, GDS Experience an advantage,
7174,Your application experience is important to us and we’re keen to adapt to make every interaction even better,
7175, Degree in a relevant subject (e,Degree | knowledge_skills | a relevant subject ( e
7176,Demonstrable experience within a busy administrative role,Demonstrable experience | Experience_skills | a busy administrative role
7177,"Experience of processing, analysing & compiling data","Experience | Experience_skills | processing , analysing & compiling data"
7178,Experience of a retail environment,Experience | Experience_skills | a retail environment
7179,Experience of working with a specialised / technical workload,Experience | Experience_skills | working with a specialised / technical workload
7180,Knowledge / confident in using e-mail systems,Knowledge / confident | knowledge_skills | using e - mail systems
7181," Fluent in a European language (preferably French, Spanish or German)","Fluent | knowledge_skills | a European language ( preferably French , Spanish or German )"
7182," using Knowledge Shares, writhing user guides",using Knowledge | knowledge_skills | writhing user guides
7183, Ability to analyse and break down complex issues,Ability | knowledge_skills | analyse and break down complex issues
7184,Working knowledge and experience delivering and executing Business Continuity capabilities with Verint Workforce Optimisation v15,Working knowledge and experience | Experience_skills | delivering and executing Business Continuity capabilities with Verint Workforce Optimisation v15 && Working knowledge | knowledge_skills | delivering and executing Business Continuity capabilities with Verint Workforce Optimisation v15
7185,"Working knowledge and documented experience of recording integration (Generic adapters file/SQL import, Cisco, Genesys, Skype for Business)","documented experience | Experience_skills | recording integration ( Generic adapters file / SQL import , Cisco , Genesys , Skype for Business )"
7186,Working knowledge and documented experience working and dianostics of VoIP protocols (SIP),documented experience | Experience_skills | working and dianostics of VoIP protocols ( SIP )
7187,"Working knowledge of Microsoft Server technologies (MSCS, SQL Server, Windows Server, Active Directory, Certificate Authority, Domain Name Service)","Working knowledge | knowledge_skills | Microsoft Server technologies ( MSCS , SQL Server , Windows Server , Active Directory , Certificate Authority , Domain Name Service )"
7188,Working knowledge of,
7189,documented experience of software maintenance (patch management OS/Verint and infrastructure),documented experience | Experience_skills | software maintenance ( patch management OS / Verint and infrastructure )
7190,Design experience – creation of low-level designs,Design experience | Experience_skills | creation of low - level designs
7191,"Working knowledge and documented experience of recording integration (Generic adapters file/SQL import, Cisco, Genesys, Skype for Business)","documented experience | Experience_skills | recording integration ( Generic adapters file / SQL import , Cisco , Genesys , Skype for Business )"
7192,"Ability to use People systems, entering data into relevant systems with high attention to detail",Ability | knowledge_skills | entering data into relevant systems with high attention to detail && Ability | knowledge_skills | use People systems
7193,Prior experience of working with People systems (such as SAP),Prior experience | Experience_skills | working with People systems ( such as SAP )
7194,Prior experience of working in a shared service environment,Prior experience | Experience_skills | working in a shared service environment
7195,"Be knowledgeable with the policies, procedures and practices within RDE that enable system upkeep to ISO9001 & ISO14001 compiance level",Be knowledgeable | knowledge_skills | the && Be knowledgeable | knowledge_areas | the
7196,Will develop skills and knowledge of Quality Management Systems,
7197,Ability to use a computer and Microsoft Office,Ability | knowledge_skills | use a computer and Microsoft Office
7198,"Ability to communicate both verbally and written with colleagues, customers and suppliers","Ability | knowledge_skills | communicate both verbally and written with colleagues , customers and suppliers"
7199,Prior experience and subject matter expert in Client Lifecycle / KYC,Prior experience | Experience_skills | Client Lifecycle / KYC && Prior experience | knowledge_skills | Client Lifecycle / KYC
7200,"Capability to interact in a virtual, multi-vendor and multi-cultural environment","Capability | knowledge_skills | interact in a virtual , multi - vendor and multi - cultural environment"
7201, Ideally experience of service delivery platforms and tools,Ideally experience | Experience_areas | service delivery platforms && Ideally experience | Experience_skills | service delivery platforms
7202, Experience of a broad range of Application Support activities,Experience | Experience_skills | a broad range of Application Support activities
7203, Experience of gathering user feedback and business requirements,Experience | Experience_skills | gathering user feedback and business requirements
7204," Track record of managing time, prioritising workload and working independently",Track record | Experience_skills | working independently && Track record | Experience_skills | managing time && Track record | Experience_skills | prioritising workload
7205,"Strong understanding of software engineering and ability to deep-dive/ troubleshoot code, configurations & logs","ability | knowledge_skills | deep - dive / troubleshoot code , configurations & logs && Strong understanding | knowledge_skills | software engineering"
7206,A proactive approach to in-life investigations and management of issues,A proactive approach | knowledge_skills | in - life investigations && A proactive approach | knowledge_skills | management of issues
7207," degree qualification, although may have built experience through a technical apprenticeship with appropriate qualifications and/or career moves",built experience | Experience_skills | career moves
7208,"Good understanding of test scoping, design, implementation, and automation tools","Good understanding | knowledge_skills | design , implementation , and automation tools && Good understanding | knowledge_skills | test scoping"
7209,Some understanding of BT Broadband network infrastructure,Some understanding | knowledge_skills | BT Broadband network infrastructure
7210,Some understanding of End-to-End provisioning and fault resolution journeys for BT Hubs,Some understanding | knowledge_skills | fault resolution journeys for BT Hubs && Some understanding | knowledge_skills | End - to - End provisioning
7211,"Strong understanding of software engineering, and ability to deep dive/ troubleshoot code, configurations & logs","ability | knowledge_skills | deep dive / troubleshoot code , configurations & logs && Strong understanding | knowledge_skills | software engineering"
7212,Develop expertise in an area to develop your career with our bespoke Path to Mastery,Develop | knowledge_skills | an area to develop your career with our bespoke
7213,Ability to prioritise tasks,Ability | knowledge_skills | prioritise tasks
7214, The ability to maintain high energy levels whilst working both efficiently and productively is essential,The ability | knowledge_skills | maintain high energy levels whilst working both efficiently and productively is
7215,Experience in a high pressure environment,Experience | Experience_skills | a high pressure environment
7216,"Understanding of fixed electricity supply contracts, including price build up, pricing windows, credit requirements, volume tolerance and payment options",Understanding | knowledge_skills | volume tolerance && Understanding | Experience_skills | fixed electricity supply contracts && Understanding | Experience_skills | price build up && Understanding | Experience_skills | credit requirements && Understanding | Experience_skills | volume tolerance && Understanding | Experience_skills | pricing windows && Understanding | knowledge_skills | price build up && Understanding | knowledge_skills | fixed electricity supply contracts && Understanding | knowledge_skills | payment options && Understanding | Experience_skills | payment options && Understanding | knowledge_skills | pricing windows && Understanding | knowledge_skills | credit requirements
7217,Strong ability to analyse data and present statistical information effectively,Strong ability | knowledge_skills | analyse data
7218,The ability to work well as part of a team,The ability | knowledge_skills | work well as part of a team
7219,The ability to work under pressure and meet deadlines,The ability | knowledge_skills | work under pressure and meet deadlines
7220, Educated to degree level,
7221, Proficient using SAS or SQL,
7222, A full understanding of the Credit Risk life-cycle,A full understanding | knowledge_skills | the Credit Risk life - cycle
7223, Proven commercial experience in Adobe Analytics,Proven commercial experience | Experience_skills | Adobe Analytics
7224, Proven experience with SQL is desired,Proven experience | Experience_skills | SQL
7225, Ability and experience interacting with to key stakeholders,Ability and experience | Experience_skills | interacting with to key stakeholders
7226, Previous experience of doing this within a contact centre environment is preferred,Previous experience | Experience_skills | doing this within a contact centre environment is
7227,Expert level knowledge in Typescript and Angular,Expert level knowledge | knowledge_skills | Typescript && Expert level knowledge | knowledge_skills | Angular
7228,Experience with Java (Spring) is ideal but not essential,Experience | Experience_skills | Java ( Spring )
7229,Kotlin experience is also a bonus but not essential,
7230,Knowledge of TDD,Knowledge | knowledge_skills | TDD
7231,Knowledge of agile development,Knowledge | knowledge_skills | agile development
7232,General knowledge of cloud infrastructure,General knowledge | knowledge_skills | cloud infrastructure
7233,The ability to develop paid social strategies aligned with wider integrated campaigns,The ability | knowledge_skills | develop paid social strategies aligned with wider integrated campaigns
7234,Experience in ensuring consistent copy and content across social channels to ensure a consistent message across the entire customer journey,Experience | Experience_skills | ensuring consistent copy and content across social channels to ensure a consistent message across the entire customer journey
7235,"Previous experience using Twitter Ads, TikTok for Business, and Pinterest Ads","Previous experience | Experience_skills | Pinterest Ads && Previous experience | Experience_skills | using Twitter Ads , TikTok for Business , and"
7236,Understanding churn and customer lifetime value looking at best ways to ensure subscribers are engaged and loving the product!,Understanding | knowledge_skills | customer && Understanding | knowledge_skills | looking
7237,Experience working across different teams pulling data from a wide range of sources,Experience | Experience_skills | working across different teams pulling data from a wide range of sources
7238,No previous experience required,
