,Unnamed: 0,prefix,input_text,target_text
6557,6557,webNLG,"experience | Experience_skills | working with user stories , customer journeys , wireframing and other digital and marketing techniques","Ideally have experience working with user stories, customer journeys, wireframing and other digital and marketing techniques"
6558,6558,webNLG,Familiar | knowledge_skills | working with Magento or similar,Familiar working with Magento or similar
6559,6559,webNLG,Website development experience | Experience_skills | a range of programming languages,Website development experience in a range of programming languages
6560,6560,webNLG,The ability | knowledge_skills | deliver a high level of service && The ability | knowledge_skills | manage customer expectations,The ability to manage customer expectations and deliver a high level of service
6561,6561,webNLG,"The ability | knowledge_skills | learning quickly from those around you && The ability | knowledge_skills | work independently , as well as within a wider team ,","The ability to work independently, as well as within a wider team, learning quickly from those around you"
6562,6562,webNLG,good understanding | knowledge_skills | React,A good understanding of React
6563,6563,webNLG,Knowledge | knowledge_skills | GraphQL,Knowledge of GraphQL is ideal but not essential
6564,6564,webNLG,Experience | Experience_skills | designing and implementing REST APIs,Experience in designing and implementing REST APIs
6565,6565,webNLG,Strong understanding | knowledge_areas | web design principles && Strong understanding | knowledge_areas | UX and && Strong understanding | knowledge_areas | best practices && Strong understanding | knowledge_areas | capabilities," Strong understanding of UX and web design principles, capabilities and best practices"
6566,6566,webNLG,"Ability | knowledge_skills | apply and facilitate iterative discovery , design thinking and co - creation methodologies"," Ability to apply and facilitate iterative discovery, design thinking and co-creation methodologies"
6567,6567,webNLG,"Ability | knowledge_skills | understand , balance and solve for both business and user needs"," Ability to understand, balance and solve for both business and user needs"
6568,6568,webNLG,Experience | Experience_skills | Adobe Creative Suite && Experience | Experience_skills | Figma, Experience with Figma and Adobe Creative Suite
6569,6569,webNLG,Degree | degree_in | Design && Degree | degree_in | a related field," Degree in Design, or a related field"
6570,6570,webNLG,Experience | Experience_skills | designing for consumer - facing products or websites, Experience with designing for consumer-facing products or websites
6571,6571,webNLG,"Experience | Experience_skills | working in agile development environments , ideally in - house within an integrated product , engineering and design team"," Experience with working in agile development environments, ideally in-house within an integrated product, engineering and design team"
6572,6572,webNLG,Experience | Experience_skills | user research && Experience | Experience_skills | contextual inquiry && Experience | Experience_skills | usability testing," Experience with user research, including contextual inquiry and usability testing"
6573,6573,webNLG,Experience | Experience_skills | Stock planning systems, Experience in Stock planning systems
6574,6574,webNLG,Bachelors degree | degree_in | business && Bachelors degree | degree_in | marketing && Bachelors degree | degree_in | technology && Bachelors degree | degree_in | a related field," Bachelors degree in technology, business, marketing or a related field"
6575,6575,webNLG,Experience | Experience_skills | data analysis in a high data volume business,Experience of data analysis in a high data volume business
6576,6576,webNLG,Experience | Experience_skills | SQL,Experience in SQL
6577,6577,webNLG,"Experience | Experience_skills | R programming language ( RMarkdown , Shiny and other R packages )","Experience of R programming language (RMarkdown, Shiny and other R packages)"
6578,6578,webNLG,Understanding | knowledge_skills | multivariate and predictive analytics techniques,Understanding of multivariate and predictive analytics techniques
6579,6579,webNLG,Understanding | Experience_skills | building segmentations and associated marketing strategies && Understanding | knowledge_skills | building segmentations and associated marketing strategies,Understanding of building segmentations and associated marketing strategies
6580,6580,webNLG,Experience | Experience_skills | turning non - technical business requirements into clear analytics briefs,Experience in turning non-technical business requirements into clear analytics briefs
6581,6581,webNLG,Degree preferred | degree_in | computer science && Degree preferred | degree_in | economics && Degree preferred | degree_in | statistics && Degree preferred | degree_in | other math / science related field,"Degree preferred in computer science, statistics, economics or other math/science related field"
6582,6582,webNLG,Support deeper understanding | knowledge_skills | seasonality && Support deeper understanding | knowledge_skills | productivity && Support deeper understanding | knowledge_skills | trends including && Support deeper understanding | knowledge_areas | key cost drivers && Support deeper understanding | knowledge_skills | key cost drivers,"Support deeper understanding of trends including productivity, seasonality and key cost drivers"
6583,6583,webNLG,Solid understanding | knowledge_areas | financial and accounting principles,Solid understanding of financial and accounting principles
6584,6584,webNLG,Good working knowledge | knowledge_skills | Outlook && be able | knowledge_skills | process the functions listed for the role && Good working knowledge | knowledge_skills | databases && Good working knowledge | knowledge_skills | Microsoft Excel && Good working knowledge | knowledge_skills | Word," Good working knowledge of Microsoft Excel, Word, databases and Outlook to be able to process the functions listed for the role"
6585,6585,webNLG,"Ability | knowledge_skills | work under own initiative , as part of a team or utilising resource provided by the Operations Director to complete assigned projects / duties"," Ability to work under own initiative, as part of a team or utilising resource provided by the Operations Director to complete assigned projects/duties"
6586,6586,webNLG,Ability | knowledge_skills | translate data and analysis into compelling insights and recommendations,Ability to translate data and analysis into compelling insights and recommendations
6587,6587,webNLG,Experience | Experience_skills | using Microsoft PowerPoint and Word,Experience using Microsoft PowerPoint and Word
6588,6588,webNLG,an | knowledge_skills | the mechanism necessary to successfully implement change && excellent understanding | knowledge_skills | the mechanism necessary to successfully implement change,A track record of constantly looking for ways to do things better and an excellent understanding of the mechanism necessary to successfully implement change
6589,6589,webNLG,excellent understanding | knowledge_skills | P & L levers && excellent understanding | knowledge_skills | Credit Cards && excellent understanding | knowledge_areas | the,An excellent understanding of the Credit Cards industry and P&L levers is required
6590,6590,webNLG,Share knowledge | knowledge_skills | familiar and alternative data sources,Share knowledge of familiar and alternative data sources to enhance the understanding of users and other analysts
6591,6591,webNLG,ability | knowledge_skills | build and leverage internal / inter - departmental relationships,A collaborative approach with the ability to build and leverage internal/inter-departmental relationships
6592,6592,webNLG,Microsoft Fundamentals or understanding | knowledge_skills | therein,Microsoft Fundamentals or understanding of therein
6593,6593,webNLG,Ability | knowledge_skills | identify business needs && Ability | knowledge_skills | where necessary && Ability | knowledge_skills | create specifications for new data models for the Product Development team,Ability to identify business needs and where necessary create specifications for new data models for the Product Development team
6594,6594,webNLG,Ability | knowledge_skills | understand and explain / translate business requirements to technical business members, Ability to understand and explain / translate business requirements to technical business members
6595,6595,webNLG,Ability | knowledge_skills | understand and explain / translate technical detail to non - technical business members, Ability to understand and explain / translate technical detail to non-technical business members
6596,6596,webNLG,Bachelors degree equivalent | degree_in | Information Management && Bachelors degree equivalent | degree_in | a related field && Bachelors degree equivalent | degree_in | Mathematics && Bachelors degree equivalent | degree_in | Computer Science && Bachelors degree equivalent | degree_in | Business Administration,"Bachelors degree equivalent in Information Management, Computer Science, Business Administration, Mathematics, or a related field"
6597,6597,webNLG,4 - 5 years of related experience | Experience_skills | data management && 4 - 5 years of related experience | Experience_skills | opportunities for && experience | Experience_skills | identifying redundant tasks && experience | Experience_skills | opportunities for && 4 - 5 years of related experience | Experience_skills | workflow analysis && 4 - 5 years of related experience | Experience_skills | reporting requirements elicitation and documentation && 4 - 5 years of related experience | Experience_skills | business process automation && 4 - 5 years of related experience | Experience_skills | ML / AI in && 4 - 5 years of related experience | Experience_skills | more automation && 4 - 5 years of related experience | Experience_skills | identifying redundant tasks && experience | Experience_skills | reporting requirements elicitation and documentation && experience | Experience_skills | data management,"4-5 years of related experience in business process automation, workflow analysis and ML/AI in a financial services/functional environment, reporting requirements elicitation and documentation, data management and business analysis, experience identifying redundant tasks, bottlenecks, and opportunities for more automation"
6598,6598,webNLG,An understanding | knowledge_areas | finance and accounting concepts and terminology, An understanding of finance and accounting concepts and terminology and have excellent mathematical skills
6599,6599,webNLG,Experience | Experience_skills | MS Visio," Experience in MS Visio, MS office 365"
6600,6600,webNLG,understanding | knowledge_skills | datawarehouses && Knowledge | knowledge_skills | Azure && Knowledge | knowledge_skills | datawarehouses, Knowledge of Azure and understanding of datawarehouses
6601,6601,webNLG,Experience | Experience_skills | Customer / CRM analytics && Experience | Experience_skills | influencing business decisions using data && Experience | Experience_areas | Custom && Experience | Experience_areas | influencing business decisions using data,Experience in the Customer/CRM analytics domain with a demonstrable track record in influencing business decisions using data
6602,6602,webNLG,Experience | Experience_skills | using industry - standard data - visualisation tools ( Tableau preferred ),Experience using industry-standard data-visualisation tools (Tableau preferred)
6603,6603,webNLG,Experience | Experience_skills | working in a big - data environment,Experience working in a big-data environment
6604,6604,webNLG,Experience | Experience_skills | preparing and giving presentations to your stakeholders,Experience preparing and giving presentations to your stakeholders
6605,6605,webNLG,Leverage | knowledge_skills | key technology vendors in the marketplace to deliver engagements,Leverage their understanding of key technology vendors in the marketplace to deliver engagements
6606,6606,webNLG,"Experience | Experience_skills | complex data projects covering the full creation to consumption data lifecycle ( data sourcing , management , quality , reporting & analytics )","Experience of complex data projects covering the full creation to consumption data lifecycle (data sourcing, management, quality, reporting & analytics)"
6607,6607,webNLG,Strong knowledge | knowledge_skills | Data & Information Management && Strong knowledge | knowledge_skills | Advanced Analytics && Strong knowledge | knowledge_skills | Information Exploitation,"Strong knowledge of Data & Information Management, Information Exploitation or Advanced Analytics"
6608,6608,webNLG,Understanding | knowledge_skills | delivery of data projects through a standard or alternative project lifecycle,Understanding the delivery of data projects through a standard or alternative project lifecycle
6609,6609,webNLG,Our depth | knowledge_skills | unrivalled, Our depth of knowledge and unrivalled data analytics means that we are frequently asked to provide advice at all levels of the property lifecycle
6610,6610,webNLG,ability | knowledge_skills | develop strong relationships, Client focused approach and ability to develop strong relationships
6611,6611,webNLG,Ability | knowledge_skills | forge strong working relationships with colleagues across the business, Ability to forge strong working relationships with colleagues across the business
6612,6612,webNLG,Interest | Experience_skills | working with Apps within a salesforce environment,"Interest in or experience working with Apps within a salesforce environment, such as DocuSign, Conga etc"
6613,6613,webNLG,Ability | knowledge_skills | work with team members at all levels of the organisation,Ability to work with team members at all levels of the organisation
6614,6614,webNLG,The ability | knowledge_skills | take initiative to recommend process improvements && The ability | knowledge_skills | demonstrate creative thinking,The ability to take initiative to recommend process improvements and demonstrate creative thinking
6615,6615,webNLG,Knowledge | knowledge_skills | Portfolio Prioritisation in a regulated environment,Knowledge of Portfolio Prioritisation in a regulated environment
6616,6616,webNLG,Experience | Experience_skills | designing data models to transfer raw data into meaningful insights && Experience | Experience_skills | working with business analytics tools such as Power BI && Experience | Experience_skills | creating dashboards and interactive visual reports,"Experience working with business analytics tools such as Power BI, designing data models to transfer raw data into meaningful insights, creating dashboards and interactive visual reports"
6617,6617,webNLG,Ability | knowledge_skills | challenge entrenched thinking in a constructive manner,Ability to challenge entrenched thinking in a constructive manner
6618,6618,webNLG,Knowledge | knowledge_areas | change and delivery methodologies ( including PRINCE2 and Scrum / SAFe ) && Knowledge | knowledge_skills | change and delivery methodologies ( including PRINCE2 and Scrum / SAFe ),Knowledge of change and delivery methodologies (including PRINCE2 and Scrum / SAFe)
6619,6619,webNLG,Experience | Experience_skills | Private Assets / Alternatives && Experience | Experience_skills | Financial Services && Experience | Experience_skills | Asset Management," Experience of Financial Services and Asset Management data, with a particular focus on Private Assets/Alternatives"
6620,6620,webNLG,Experience | Experience_skills | working with cloud platforms ( AWS & Azure ), Experience working with cloud platforms (AWS & Azure)
6621,6621,webNLG,Experience | Experience_skills | data analysis for interface design and data model definitions, Experience of data analysis for interface design and data model definitions
6622,6622,webNLG,"Wide experience | Experience_skills | business analysis across a number of different capabilities , systems or teams"," Wide experience of business analysis across a number of different capabilities, systems or teams; number of different (positive) experiences is valued higher than length of experience"
6623,6623,webNLG,Experience | Experience_skills | Private Assets / Alternatives && Experience | Experience_skills | Financial Services && Experience | Experience_skills | Asset Management," Experience of Financial Services and Asset Management data, with a particular focus on Private Assets/Alternatives"
6624,6624,webNLG,Experience | Experience_skills | working with cloud platforms ( AWS & Azure ), Experience working with cloud platforms (AWS & Azure)
6625,6625,webNLG,Experience | Experience_skills | data analysis for interface design and data model definitions, Experience of data analysis for interface design and data model definitions
6626,6626,webNLG,"Wide experience | Experience_skills | business analysis across a number of different capabilities , systems or teams"," Wide experience of business analysis across a number of different capabilities, systems or teams; number of different (positive) experiences is valued higher than length of experience"
6627,6627,webNLG,Bachelor | knowledge_areas | Accounting,Bachelor of Accounting
6628,6628,webNLG,Knowledge | knowledge_skills | SQL && Knowledge | knowledge_skills | Power BI, Knowledge of Power BI and SQL desirable
6629,6629,webNLG,experience | Experience_skills | working with data visualisation software && Previous experience | Experience_skills | using specialist Human Resources Management Information Systems && experience | Experience_skills | using specialist Human Resources Management Information Systems && Previous experience | Experience_skills | undertaking statutory data returns && Previous experience | Experience_skills | working with data visualisation software," Previous experience of undertaking statutory data returns, working with data visualisation software, database scripting and experience of using specialist Human Resources Management Information Systems are desirable"
6630,6630,webNLG,Experience | Experience_skills | defining tracking requirements to support the development of site features and functionality,Experience of defining tracking requirements to support the development of site features and functionality
6631,6631,webNLG,Degree preferred | degree_in | computer science && Degree preferred | degree_in | economics && Degree preferred | degree_in | statistics && Degree preferred | degree_in | other math / science related field,"Degree preferred in computer science, statistics, economics or other math/science related field"
6632,6632,webNLG,Ability | knowledge_skills | apply creative thinking and innovative methods && Ability | knowledge_skills | deliver outstanding work,Ability to apply creative thinking and innovative methods and deliver outstanding work
6633,6633,webNLG,Ability | knowledge_skills | listen,"Ability to listen,"
6634,6634,webNLG,Experience | Experience_skills | identifying user personas and use cases && Experience | Experience_skills | documenting requirements and specifications && Experience | Experience_skills | defining product vision and strategy,"Experience defining product vision and strategy, identifying user personas and use cases, and documenting requirements and specifications"
6635,6635,webNLG,Experience | Experience_skills | contributing to, Experience contributing to engineering discussions around technology decisions and strategy related to a product
6636,6636,webNLG,Experience | Experience_skills | delivering high quality customer - facing experiences related to enterprise software, Experience in delivering high quality customer-facing experiences related to enterprise software
6637,6637,webNLG,Experience | Experience_skills | Agile / Scrum, Experience with Agile/Scrum
6638,6638,webNLG,Knowledge | knowledge_areas | modern software application architectures && Knowledge | knowledge_areas | public && Knowledge | knowledge_areas | engineering patterns and practices && Knowledge | knowledge_skills | public cloud technologies ( Azure," Knowledge of modern software application architectures, public cloud technologies (Azure / GCP) and engineering patterns and practices"
6639,6639,webNLG,Familiarity | knowledge_skills | market and organizational elements of both SaaS and Enterprise - scale Software, Familiarity with market and organizational elements of both SaaS and Enterprise-scale Software
6640,6640,webNLG,Understanding | knowledge_areas | accounting and finance concepts and terminology && Understanding | knowledge_areas | Accounts Receivable && Understanding | knowledge_areas | Payments," Understanding of accounting and finance concepts and terminology, ideally Accounts Receivable or Payments"
6641,6641,webNLG,Ability | knowledge_skills | work under pressure && Ability | knowledge_skills | meet deadlines && Ability | knowledge_skills | prioritize multiple projects simultaneously,"Ability to work under pressure, meet deadlines and prioritize multiple projects simultaneously"
6642,6642,webNLG,Master ’ s degree | degree_in | MBA,Master’s degree or MBA
6643,6643,webNLG,Knowledge | knowledge_areas | modern software application architectures && Knowledge | knowledge_areas | public && Knowledge | knowledge_areas | engineering patterns and practices && Knowledge | knowledge_skills | public cloud technologies ( Azure," Knowledge of modern software application architectures, public cloud technologies (Azure) and engineering patterns and practices"
6644,6644,webNLG,Familiarity | knowledge_skills | market and organizational elements of both SaaS and Enterprise - scale Software, Familiarity with market and organizational elements of both SaaS and Enterprise-scale Software
6645,6645,webNLG,Understanding | knowledge_areas | accounting and finance concepts && Understanding | knowledge_areas | terminology, Understanding of accounting and finance concepts and terminology
6646,6646,webNLG,Ability | knowledge_skills | read and debug code ( Java / C + + / Python ),Ability to read and debug code (Java/C++/Python)
6647,6647,webNLG,Experience | Experience_skills | change management && Experience | Experience_skills | software release process, Experience in software release process and change management
6648,6648,webNLG,Experience | Experience_skills | supporting trading desks at large investment banks, Experience in supporting trading desks at large investment banks
6649,6649,webNLG,"Knowledge | knowledge_skills | Fixed Income products ( Interest Rates , Credit , Foreign Exchange )"," Knowledge of Fixed Income products (Interest Rates, Credit, Foreign Exchange)"
6650,6650,webNLG,Experience | Experience_skills | SQL, Experience with SQL
6651,6651,webNLG,Experience | Experience_skills | an object oriented programming language, Experience with an object oriented programming language
6652,6652,webNLG,Deep knowledge | knowledge_skills | Excel,Deep knowledge of Excel
6653,6653,webNLG,"The ability | knowledge_skills | analyse , model and interpret data","The ability to analyse, model and interpret data"
6654,6654,webNLG,The ability | knowledge_skills | plan work && The ability | knowledge_skills | meet deadlines,The ability to plan work and meet deadlines
6655,6655,webNLG,Experience | Experience_skills | using Excel and Microsoft products ( or similar ),Experience with using Excel and Microsoft products (or similar)
6656,6656,webNLG,Previous experience | Experience_skills | the types of business processes executed by a distribution function && Previous experience | Experience_skills | working in asset management / financial services environment && Previous experience | Experience_areas | the types of business processes executed, Previous experience of working in asset management / financial services environment and the types of business processes executed by a distribution function
6657,6657,webNLG,Previous experience | Experience_skills | working with distribution data e, Previous experience of working with distribution data e
6658,6658,webNLG,Good working knowledge | knowledge_skills | Salesforce ( demonstrable through Trailhead / certification / badges ) && Good working knowledge | knowledge_skills | similar CRM system, Good working knowledge of Salesforce (demonstrable through Trailhead/certification/badges) or similar CRM system
6659,6659,webNLG,knowledge | knowledge_skills | related applications && knowledge | knowledge_skills | Salesforce Sales Cloud && Good experience | Experience_skills | Salesforce Sales Cloud && Good experience | Experience_skills | related applications,Good experience and knowledge of Salesforce Sales Cloud and related applications
6660,6660,webNLG,Previous experience | Experience_skills | delivering business change to multiple stakeholder groups with different needs && Previous experience | Experience_skills | working, Previous experience of delivering business change to multiple stakeholder groups with different needs and ways of working
6661,6661,webNLG,Ability | knowledge_skills | work as part of a team in a multi - discipline environment and in a matrix organisation, Ability to work as part of a team in a multi-discipline environment and in a matrix organisation
6662,6662,webNLG,Ability | knowledge_skills | prioritise and manage multiple pieces of work at the same time in an often fast - paced environment, Ability to prioritise and manage multiple pieces of work at the same time in an often fast-paced environment
6663,6663,webNLG,Knowledge | knowledge_areas | Agile project management framework preferred,Knowledge of Agile project management framework preferred
6664,6664,webNLG,Previous experience | Experience_skills | the types of business processes executed by a distribution function && Previous experience | Experience_skills | working in asset management / financial services environment && Previous experience | Experience_areas | the types of business processes executed, Previous experience of working in asset management / financial services environment and the types of business processes executed by a distribution function
6665,6665,webNLG,Previous experience | Experience_skills | working with distribution data e, Previous experience of working with distribution data e
6666,6666,webNLG,Good working knowledge | knowledge_skills | Salesforce ( demonstrable through Trailhead / certification / badges ) && Good working knowledge | knowledge_skills | similar CRM system, Good working knowledge of Salesforce (demonstrable through Trailhead/certification/badges) or similar CRM system
6667,6667,webNLG,knowledge | knowledge_skills | related applications && knowledge | knowledge_skills | Salesforce Sales Cloud && Good experience | Experience_skills | Salesforce Sales Cloud && Good experience | Experience_skills | related applications,Good experience and knowledge of Salesforce Sales Cloud and related applications
6668,6668,webNLG,Previous experience | Experience_skills | delivering business change to multiple stakeholder groups with different needs && Previous experience | Experience_skills | working, Previous experience of delivering business change to multiple stakeholder groups with different needs and ways of working
6669,6669,webNLG,Ability | knowledge_skills | work as part of a team in a multi - discipline environment and in a matrix organisation, Ability to work as part of a team in a multi-discipline environment and in a matrix organisation
6670,6670,webNLG,Ability | knowledge_skills | prioritise and manage multiple pieces of work at the same time in an often fast - paced environment, Ability to prioritise and manage multiple pieces of work at the same time in an often fast-paced environment
6671,6671,webNLG,Knowledge | knowledge_areas | Agile project management framework preferred,Knowledge of Agile project management framework preferred
6672,6672,webNLG,Ability | knowledge_skills | use initiative to proactively spot and resolve potential problems,Ability to use initiative to proactively spot and resolve potential problems
6673,6673,webNLG,Bachelor ’ s degree | degree_in | hospitality && Bachelor ’ s degree | degree_in | communications preferred && Bachelor ’ s degree | degree_in | travel && Bachelor ’ s degree | degree_in | business or && Bachelor ’ s degree | degree_in | tourism,"Bachelor’s degree in tourism, travel, hospitality, business or communications preferred"
6674,6674,webNLG,Experience | Experience_skills | supporting an enterprise travel program,Experience supporting an enterprise travel program is preferred but not mandatory
6675,6675,webNLG,Ability | knowledge_skills | prioritize and manage multiple responsibilities, Ability to prioritize and manage multiple responsibilities
6676,6676,webNLG,Excellent ability | knowledge_skills | work collaboratively and confidentially with all levels in the organization, Excellent ability to work collaboratively and confidentially with all levels in the organization
6677,6677,webNLG,That means | knowledge_skills | understanding our customers ’, That means understanding our customers’
6678,6678,webNLG,"Ability | knowledge_skills | assimilate complex information into a cohesive , concise , and persuasive messages","Ability to assimilate complex information into a cohesive, concise, and persuasive messages"
6679,6679,webNLG,Experience | Experience_skills | CRM analytics ( ideally but not essential in Microsoft Dynamics ),Experience in CRM analytics (ideally but not essential in Microsoft Dynamics)
6680,6680,webNLG,Ability | knowledge_skills | present and effectively articulate your findings to stakeholders,Ability to present and effectively articulate your findings to stakeholders
6681,6681,webNLG,experience | Experience_skills | working in IAPT Primary care, Previous knowledge of and experience of working in IAPT Primary care is not essential
6682,6682,webNLG,"Knowledge | knowledge_skills | reporting and visualisation tools ( Power BI , Google Data Studio or other equivalent tools )","Knowledge of reporting and visualisation tools (Power BI, Google Data Studio or other equivalent tools)"
6683,6683,webNLG,Some experience | Experience_skills | Excel && Some experience | Experience_skills | report building && Some experience | Experience_skills | data analysis,Some experience of data analysis and report building in Excel
6684,6684,webNLG,Some knowledge | knowledge_skills | MS SQL Server Management Studio ( SSMS ),Some knowledge of MS SQL Server Management Studio (SSMS)
6685,6685,webNLG,Previous experience | Experience_skills | reward analysis && Previous experience | Experience_areas | HR metrics && Previous experience | Experience_skills | H && Previous experience | Experience_skills | performance," Previous experience in HR metrics, performance and reward analysis"
6686,6686,webNLG,Advanced knowledge | knowledge_skills | MS - Excel && Advanced knowledge | knowledge_skills | Success Factors && Advanced knowledge | knowledge_skills | Business Intelligence tools && Advanced knowledge | knowledge_skills | Office tools," Advanced knowledge of MS-Excel and Office tools, Success Factors and Business Intelligence tools"
6687,6687,webNLG,Experience | Experience_skills | data modelling && Experience | Experience_skills | manipulation / visualisation software," Experience with data modelling, manipulation / visualisation software and techniques - a combination of Power BI, R, Python, ODV, Tableau"
6688,6688,webNLG,Previous experience | Experience_skills | reward analysis && Previous experience | Experience_areas | HR metrics && Previous experience | Experience_skills | H && Previous experience | Experience_skills | performance," Previous experience in HR metrics, performance and reward analysis"
6689,6689,webNLG,Advanced knowledge | knowledge_skills | MS - Excel && Advanced knowledge | knowledge_skills | Success Factors && Advanced knowledge | knowledge_skills | Business Intelligence tools && Advanced knowledge | knowledge_skills | Office tools," Advanced knowledge of MS-Excel and Office tools, Success Factors and Business Intelligence tools"
6690,6690,webNLG,Experience | Experience_skills | data modelling && Experience | Experience_skills | manipulation / visualisation software," Experience with data modelling, manipulation / visualisation software and techniques - a combination of Power BI, R, Python, ODV, Tableau"
6691,6691,webNLG,"comprehensive knowledge | knowledge_areas | how different areas of technology , && comprehensive knowledge | knowledge_skills | how different areas of technology , such as architecture and infrastructure , integrate to accomplish business goals"," Develop comprehensive knowledge of how different areas of technology, such as architecture and infrastructure, integrate to accomplish business goals"
6692,6692,webNLG,Knowledge | knowledge_areas | one of the leading data modeling tools required && Knowledge | knowledge_skills | one of the leading data modeling tools required, Knowledge of one of the leading data modeling tools required
6693,6693,webNLG,in - depth knowledge | knowledge_areas | Middle && in - depth knowledge | knowledge_skills | Custody Services && in - depth knowledge | knowledge_skills | Fund / Investment Accounting && Industry knowledge | knowledge_skills | Fund Administration && in - depth knowledge | knowledge_areas | service offerings && in - depth knowledge | knowledge_areas | Fund / Investment Accounting && Industry knowledge | knowledge_areas | C && in - depth knowledge | knowledge_areas | C && Industry knowledge | knowledge_areas | Fund / Investment Accounting && in - depth knowledge | knowledge_areas | Securities Services products && Industry knowledge | knowledge_areas | Securities Services products && in - depth knowledge | knowledge_skills | Middle Office && Industry knowledge | knowledge_skills | Custody Services && Industry knowledge | knowledge_areas | service offerings && in - depth knowledge | knowledge_skills | Fund Administration && Industry knowledge | knowledge_areas | Fund Administration && in - depth knowledge | knowledge_areas | Fund Administration && Industry knowledge | knowledge_areas | Middle && Industry knowledge | knowledge_skills | Fund / Investment Accounting && Industry knowledge | knowledge_skills | Middle Office," Industry knowledge of Securities Services products and service offerings with in-depth knowledge in one of Fund/Investment Accounting, Fund Administration, Middle Office, or Custody Services"
6694,6694,webNLG,experience | Experience_skills | enterprise metadata management tools used for data governance," Strong understanding and experience of enterprise metadata management tools used for data governance, catalog, lineage, and data quality"
6695,6695,webNLG,Expert knowledge | knowledge_skills | various components of data platform, Expert knowledge of various components of data platform and their purpose
6696,6696,webNLG,Expert knowledge | knowledge_skills | No - SQL datastores && Expert knowledge | knowledge_skills | object storage && Expert knowledge | knowledge_skills | relational databases," Expert knowledge of design patterns underpinning Cloud data platform (Snowflake), data lake, No-SQL datastores, relational databases and object storage"
6697,6697,webNLG,"comprehensive knowledge | knowledge_areas | how different areas of technology , && comprehensive knowledge | knowledge_skills | how different areas of technology , such as architecture and infrastructure , integrate to accomplish business goals"," Develop comprehensive knowledge of how different areas of technology, such as architecture and infrastructure, integrate to accomplish business goals"
6698,6698,webNLG,Knowledge | knowledge_areas | one of the leading data modeling tools required && Knowledge | knowledge_skills | one of the leading data modeling tools required, Knowledge of one of the leading data modeling tools required
6699,6699,webNLG,in - depth knowledge | knowledge_areas | Middle && in - depth knowledge | knowledge_skills | Custody Services && in - depth knowledge | knowledge_skills | Fund / Investment Accounting && Industry knowledge | knowledge_skills | Fund Administration && in - depth knowledge | knowledge_areas | service offerings && in - depth knowledge | knowledge_areas | Fund / Investment Accounting && Industry knowledge | knowledge_areas | C && in - depth knowledge | knowledge_areas | C && Industry knowledge | knowledge_areas | Fund / Investment Accounting && in - depth knowledge | knowledge_areas | Securities Services products && Industry knowledge | knowledge_areas | Securities Services products && in - depth knowledge | knowledge_skills | Middle Office && Industry knowledge | knowledge_skills | Custody Services && Industry knowledge | knowledge_areas | service offerings && in - depth knowledge | knowledge_skills | Fund Administration && Industry knowledge | knowledge_areas | Fund Administration && in - depth knowledge | knowledge_areas | Fund Administration && Industry knowledge | knowledge_areas | Middle && Industry knowledge | knowledge_skills | Fund / Investment Accounting && Industry knowledge | knowledge_skills | Middle Office," Industry knowledge of Securities Services products and service offerings with in-depth knowledge in one of Fund/Investment Accounting, Fund Administration, Middle Office, or Custody Services"
6700,6700,webNLG,experience | Experience_skills | enterprise metadata management tools used for data governance," Strong understanding and experience of enterprise metadata management tools used for data governance, catalog, lineage, and data quality"
6701,6701,webNLG,Expert knowledge | knowledge_skills | various components of data platform, Expert knowledge of various components of data platform and their purpose
6702,6702,webNLG,Expert knowledge | knowledge_skills | No - SQL datastores && Expert knowledge | knowledge_skills | object storage && Expert knowledge | knowledge_skills | relational databases," Expert knowledge of design patterns underpinning Cloud data platform (Snowflake), data lake, No-SQL datastores, relational databases and object storage"
6703,6703,webNLG,Experience | Experience_skills | working within an administration environment,Experience of working within an administration environment
6704,6704,webNLG,Experience | Experience_skills | working in a Project Support role,Experience of working in a Project Support role
6705,6705,webNLG,Advanced knowledge | knowledge_skills | Microsoft Office applications && Advanced knowledge | knowledge_skills | Microsoft Windows,Advanced knowledge of Microsoft Windows and Microsoft Office applications
6706,6706,webNLG,Experience | Experience_skills | taking high quality minutes,Experience of taking high quality minutes
6707,6707,webNLG,Excellent track record | Experience_skills | delivering objectives in a timely manner && Excellent track record | Experience_skills | meeting deadlines and,Excellent track record of meeting deadlines and delivering objectives in a timely manner
6708,6708,webNLG,Ability | knowledge_skills | work under pressure and to strict deadlines,Ability to work under pressure and to strict deadlines
6709,6709,webNLG,Ability | knowledge_skills | work with confidential information,Ability to work with confidential information
6710,6710,webNLG,Ability | knowledge_skills | show tenacity and && Ability | knowledge_skills | patience,Ability to show tenacity and patience
6711,6711,webNLG,Ability | knowledge_skills | demonstrate a flexible approach to office duties && Ability | knowledge_skills | use own initiative,Ability to use own initiative and demonstrate a flexible approach to office duties
6712,6712,webNLG,Ability | knowledge_skills | show ingenuity and creativity,Ability to show ingenuity and creativity
6713,6713,webNLG,Experience | Experience_skills | Marking or && Experience | Experience_skills | grading Judgements,Experience of Marking or grading Judgements
6714,6714,webNLG,Experience | Experience_skills | all areas of Telecommunications,Experience in all areas of Telecommunications
6715,6715,webNLG,Knowledge | knowledge_areas | relevant legislation && Knowledge | knowledge_areas | codes of practice,"Knowledge of relevant legislation, codes of practice"
6716,6716,webNLG,"Ability | knowledge_skills | assess , free from bias","Ability to assess, free from bias"
